table_type,table_no,effective_date,trading_date,code,currency_name_pl,mid,bid,ask
A,056/A/NBP/2026,2026-03-23,,ISK,korona islandzka,0.02981,,
A,056/A/NBP/2026,2026-03-23,,JPY,jen (Japonia),0.023374,,
A,056/A/NBP/2026,2026-03-23,,KRW,won południowokoreański,0.002462,,
A,056/A/NBP/2026,2026-03-23,,MXN,peso meksykańskie,0.2066,,
A,056/A/NBP/2026,2026-03-23,,MYR,ringgit (Malezja),0.9466,,
A,056/A/NBP/2026,2026-03-23,,NOK,korona norweska,0.3837,,
A,056/A/NBP/2026,2026-03-23,,NZD,dolar nowozelandzki,2.1559,,
A,056/A/NBP/2026,2026-03-23,,PHP,peso filipińskie,0.0618,,
A,056/A/NBP/2026,2026-03-23,,RON,lej rumuński,0.8408,,
A,056/A/NBP/2026,2026-03-23,,SEK,korona szwedzka,0.394,,
A,056/A/NBP/2026,2026-03-23,,SGD,dolar singapurski,2.9011,,
A,056/A/NBP/2026,2026-03-23,,THB,bat (Tajlandia),0.113,,
A,056/A/NBP/2026,2026-03-23,,TRY,lira turecka,0.0842,,
A,056/A/NBP/2026,2026-03-23,,UAH,hrywna (Ukraina),0.0851,,
A,056/A/NBP/2026,2026-03-23,,USD,dolar amerykański,3.7292,,
A,056/A/NBP/2026,2026-03-23,,XDR,SDR (MFW),5.0577,,
A,056/A/NBP/2026,2026-03-23,,ZAR,rand (Republika Południowej Afryki),0.2169,,
C,056/C/NBP/2026,2026-03-23,2026-03-20,AUD,dolar australijski,,2.5845,2.6367
C,056/C/NBP/2026,2026-03-23,2026-03-20,CAD,dolar kanadyjski,,2.6758,2.7298
C,056/C/NBP/2026,2026-03-23,2026-03-20,CHF,frank szwajcarski,,4.6535,4.7475
C,056/C/NBP/2026,2026-03-23,2026-03-20,CZK,korona czeska,,0.173,0.1764
C,056/C/NBP/2026,2026-03-23,2026-03-20,DKK,korona duńska,,0.5673,0.5787
C,056/C/NBP/2026,2026-03-23,2026-03-20,EUR,euro,,4.2377,4.3233
C,056/C/NBP/2026,2026-03-23,2026-03-20,GBP,funt szterling,,4.8892,4.988
C,056/C/NBP/2026,2026-03-23,2026-03-20,HUF,forint (Węgry),,0.010765,0.010983
C,056/C/NBP/2026,2026-03-23,2026-03-20,JPY,jen (Japonia),,0.023087,0.023553
C,056/C/NBP/2026,2026-03-23,2026-03-20,NOK,korona norweska,,0.3838,0.3916
C,056/C/NBP/2026,2026-03-23,2026-03-20,SEK,korona szwedzka,,0.3918,0.3998
C,056/C/NBP/2026,2026-03-23,2026-03-20,USD,dolar amerykański,,3.6738,3.748
C,056/C/NBP/2026,2026-03-23,2026-03-20,XDR,SDR (MFW),,5.0112,5.1124
A,057/A/NBP/2026,2026-03-24,,AUD,dolar australijski,2.5697,,
A,057/A/NBP/2026,2026-03-24,,BRL,real (Brazylia),0.7043,,
A,057/A/NBP/2026,2026-03-24,,CAD,dolar kanadyjski,2.682,,
A,057/A/NBP/2026,2026-03-24,,CHF,frank szwajcarski,4.6848,,
A,057/A/NBP/2026,2026-03-24,,CLP,peso chilijskie,0.004045,,
A,057/A/NBP/2026,2026-03-24,,CNY,yuan renminbi (Chiny),0.5348,,
A,057/A/NBP/2026,2026-03-24,,CZK,korona czeska,0.1745,,
A,057/A/NBP/2026,2026-03-24,,DKK,korona duńska,0.5719,,
A,057/A/NBP/2026,2026-03-24,,EUR,euro,4.2728,,
A,057/A/NBP/2026,2026-03-24,,GBP,funt szterling,4.9388,,
A,057/A/NBP/2026,2026-03-24,,HKD,dolar Hongkongu,0.4706,,
A,057/A/NBP/2026,2026-03-24,,HUF,forint (Węgry),0.010977,,
A,057/A/NBP/2026,2026-03-24,,IDR,rupia indonezyjska,0.00021702,,
A,057/A/NBP/2026,2026-03-24,,ILS,nowy izraelski szekel,1.1812,,
A,057/A/NBP/2026,2026-03-24,,INR,rupia indyjska,0.039255,,
A,057/A/NBP/2026,2026-03-24,,ISK,korona islandzka,0.029755,,
A,057/A/NBP/2026,2026-03-24,,JPY,jen (Japonia),0.02323,,
A,057/A/NBP/2026,2026-03-24,,KRW,won południowokoreański,0.00246,,
A,057/A/NBP/2026,2026-03-24,,MXN,peso meksykańskie,0.2065,,
A,057/A/NBP/2026,2026-03-24,,MYR,ringgit (Malezja),0.9314,,
A,057/A/NBP/2026,2026-03-24,,NOK,korona norweska,0.3796,,
A,057/A/NBP/2026,2026-03-24,,NZD,dolar nowozelandzki,2.1483,,
A,057/A/NBP/2026,2026-03-24,,PHP,peso filipińskie,0.0615,,
A,057/A/NBP/2026,2026-03-24,,RON,lej rumuński,0.8383,,
A,057/A/NBP/2026,2026-03-24,,SEK,korona szwedzka,0.3947,,
A,057/A/NBP/2026,2026-03-24,,SGD,dolar singapurski,2.8815,,
A,057/A/NBP/2026,2026-03-24,,THB,bat (Tajlandia),0.1132,,
A,057/A/NBP/2026,2026-03-24,,TRY,lira turecka,0.083,,
A,057/A/NBP/2026,2026-03-24,,UAH,hrywna (Ukraina),0.0838,,
A,057/A/NBP/2026,2026-03-24,,USD,dolar amerykański,3.685,,
A,057/A/NBP/2026,2026-03-24,,XDR,SDR (MFW),5.0187,,
A,057/A/NBP/2026,2026-03-24,,ZAR,rand (Republika Południowej Afryki),0.2171,,
C,057/C/NBP/2026,2026-03-24,2026-03-23,AUD,dolar australijski,,2.5546,2.6062
C,057/C/NBP/2026,2026-03-24,2026-03-23,CAD,dolar kanadyjski,,2.6465,2.6999
C,057/C/NBP/2026,2026-03-24,2026-03-23,CHF,frank szwajcarski,,4.6159,4.7091
C,057/C/NBP/2026,2026-03-24,2026-03-23,CZK,korona czeska,,0.1724,0.1758
C,057/C/NBP/2026,2026-03-24,2026-03-23,DKK,korona duńska,,0.5636,0.575
C,057/C/NBP/2026,2026-03-24,2026-03-23,EUR,euro,,4.2109,4.2959
C,057/C/NBP/2026,2026-03-24,2026-03-23,GBP,funt szterling,,4.8734,4.9718
C,057/C/NBP/2026,2026-03-24,2026-03-23,HUF,forint (Węgry),,0.010868,0.011088
C,057/C/NBP/2026,2026-03-24,2026-03-23,JPY,jen (Japonia),,0.022882,0.023344
C,057/C/NBP/2026,2026-03-24,2026-03-23,NOK,korona norweska,,0.373,0.3806
C,057/C/NBP/2026,2026-03-24,2026-03-23,SEK,korona szwedzka,,0.3901,0.3979
C,057/C/NBP/2026,2026-03-24,2026-03-23,USD,dolar amerykański,,3.6252,3.6984
C,057/C/NBP/2026,2026-03-24,2026-03-23,XDR,SDR (MFW),,4.9683,5.0687
A,058/A/NBP/2026,2026-03-25,,AUD,dolar australijski,2.5649,,
A,058/A/NBP/2026,2026-03-25,,BRL,real (Brazylia),0.7033,,
A,058/A/NBP/2026,2026-03-25,,CAD,dolar kanadyjski,2.6684,,
A,058/A/NBP/2026,2026-03-25,,CHF,frank szwajcarski,4.6592,,
A,058/A/NBP/2026,2026-03-25,,CLP,peso chilijskie,0.004014,,
A,058/A/NBP/2026,2026-03-25,,CNY,yuan renminbi (Chiny),0.5334,,
A,058/A/NBP/2026,2026-03-25,,CZK,korona czeska,0.1748,,
A,058/A/NBP/2026,2026-03-25,,DKK,korona duńska,0.5713,,
A,058/A/NBP/2026,2026-03-25,,EUR,euro,4.2692,,
A,058/A/NBP/2026,2026-03-25,,GBP,funt szterling,4.9306,,
A,058/A/NBP/2026,2026-03-25,,HKD,dolar Hongkongu,0.4706,,
A,058/A/NBP/2026,2026-03-25,,HUF,forint (Węgry),0.010976,,
A,058/A/NBP/2026,2026-03-25,,IDR,rupia indonezyjska,0.00021766,,
A,058/A/NBP/2026,2026-03-25,,ILS,nowy izraelski szekel,1.1803,,
A,058/A/NBP/2026,2026-03-25,,INR,rupia indyjska,0.039139,,
A,058/A/NBP/2026,2026-03-25,,ISK,korona islandzka,0.029688,,
A,058/A/NBP/2026,2026-03-25,,JPY,jen (Japonia),0.023163,,
A,058/A/NBP/2026,2026-03-25,,KRW,won południowokoreański,0.002454,,
A,058/A/NBP/2026,2026-03-25,,MXN,peso meksykańskie,0.2077,,
A,058/A/NBP/2026,2026-03-25,,MYR,ringgit (Malezja),0.9282,,
A,058/A/NBP/2026,2026-03-25,,NOK,korona norweska,0.378,,
A,058/A/NBP/2026,2026-03-25,,NZD,dolar nowozelandzki,2.1413,,
A,058/A/NBP/2026,2026-03-25,,PHP,peso filipińskie,0.0613,,
A,058/A/NBP/2026,2026-03-25,,RON,lej rumuński,0.838,,
A,058/A/NBP/2026,2026-03-25,,SEK,korona szwedzka,0.3948,,
A,058/A/NBP/2026,2026-03-25,,SGD,dolar singapurski,2.8763,,
A,058/A/NBP/2026,2026-03-25,,THB,bat (Tajlandia),0.1127,,
A,058/A/NBP/2026,2026-03-25,,TRY,lira turecka,0.0829,,
A,058/A/NBP/2026,2026-03-25,,UAH,hrywna (Ukraina),0.0838,,
A,058/A/NBP/2026,2026-03-25,,USD,dolar amerykański,3.6803,,
A,058/A/NBP/2026,2026-03-25,,XDR,SDR (MFW),5.0315,,
A,058/A/NBP/2026,2026-03-25,,ZAR,rand (Republika Południowej Afryki),0.2181,,
B,012/B/NBP/2026,2026-03-25,,AED,dirham ZEA (Zjednoczone Emiraty Arabskie),1.0018,,
B,012/B/NBP/2026,2026-03-25,,AFN,afgani (Afganistan),0.057274,,
B,012/B/NBP/2026,2026-03-25,,ALL,lek (Albania),0.044464,,
B,012/B/NBP/2026,2026-03-25,,AMD,dram (Armenia),0.00976,,
B,012/B/NBP/2026,2026-03-25,,AOA,kwanza (Angola),0.004004,,
B,012/B/NBP/2026,2026-03-25,,ARS,peso argentyńskie,0.002633,,
B,012/B/NBP/2026,2026-03-25,,AWG,florin arubański,2.033,,
B,012/B/NBP/2026,2026-03-25,,AZN,manat azerbejdżański,2.1644,,
B,012/B/NBP/2026,2026-03-25,,BAM,wymienialna marka (Bośnia i Hercegowina),2.1773,,
B,012/B/NBP/2026,2026-03-25,,BBD,dolar barbadoski,1.8268,,
B,012/B/NBP/2026,2026-03-25,,BDT,taka (Bangladesz),0.029987,,
B,012/B/NBP/2026,2026-03-25,,BHD,dinar bahrajski,9.7459,,
B,012/B/NBP/2026,2026-03-25,,BIF,frank burundyjski,0.001239,,
B,012/B/NBP/2026,2026-03-25,,BND,dolar brunejski,2.8771,,
B,012/B/NBP/2026,2026-03-25,,BOB,boliwiano (Boliwia),0.5313,,
B,012/B/NBP/2026,2026-03-25,,BSD,dolar bahamski,3.6803,,
B,012/B/NBP/2026,2026-03-25,,BWP,pula (Botswana),0.2698,,
B,012/B/NBP/2026,2026-03-25,,BYN,rubel białoruski,1.2435,,
B,012/B/NBP/2026,2026-03-25,,BZD,dolar belizeński,1.8294,,
B,012/B/NBP/2026,2026-03-25,,CDF,frank kongijski (Dem. Republika Konga),0.001588,,
B,012/B/NBP/2026,2026-03-25,,COP,peso kolumbijskie,0.000993,,
B,012/B/NBP/2026,2026-03-25,,CRC,colon kostarykański,0.007913,,
B,012/B/NBP/2026,2026-03-25,,CUP,peso kubańskie,3.6803,,
B,012/B/NBP/2026,2026-03-25,,CVE,escudo Zielonego Przylądka,0.0385,,
B,012/B/NBP/2026,2026-03-25,,DJF,frank Dżibuti,0.020662,,
B,012/B/NBP/2026,2026-03-25,,DOP,peso dominikańskie,0.061,,
B,012/B/NBP/2026,2026-03-25,,DZD,dinar algierski,0.027774,,
B,012/B/NBP/2026,2026-03-25,,EGP,funt egipski,0.07,,
B,012/B/NBP/2026,2026-03-25,,ERN,nakfa (Erytrea),0.2441,,
B,012/B/NBP/2026,2026-03-25,,ETB,birr etiopski,0.0236,,
B,012/B/NBP/2026,2026-03-25,,FJD,dolar Fidżi,1.6419,,
B,012/B/NBP/2026,2026-03-25,,GEL,lari (Gruzja),1.3632,,
B,012/B/NBP/2026,2026-03-25,,GHS,Ghana cedi ,0.3366,,
B,012/B/NBP/2026,2026-03-25,,GIP,funt gibraltarski,4.9306,,
B,012/B/NBP/2026,2026-03-25,,GMD,dalasi (Gambia),0.0496,,
B,012/B/NBP/2026,2026-03-25,,GNF,frank gwinejski,0.00042,,
B,012/B/NBP/2026,2026-03-25,,GTQ,quetzal (Gwatemala),0.4808,,
B,012/B/NBP/2026,2026-03-25,,GYD,dolar gujański,0.017586,,
B,012/B/NBP/2026,2026-03-25,,HNL,lempira (Honduras),0.139,,
B,012/B/NBP/2026,2026-03-25,,HTG,gourde (Haiti),0.028,,
B,012/B/NBP/2026,2026-03-25,,IQD,dinar iracki,0.002809,,
B,012/B/NBP/2026,2026-03-25,,IRR,rial irański,2.8e-06,,
B,012/B/NBP/2026,2026-03-25,,JMD,dolar jamajski,0.0234,,
B,012/B/NBP/2026,2026-03-25,,JOD,dinar jordański,5.1896,,
B,012/B/NBP/2026,2026-03-25,,KES,szyling kenijski,0.02839,,
B,012/B/NBP/2026,2026-03-25,,KGS,som (Kirgistan),0.0421,,
B,012/B/NBP/2026,2026-03-25,,KHR,riel (Kambodża),0.000918,,
B,012/B/NBP/2026,2026-03-25,,KMF,frank Komorów,0.008649,,
B,012/B/NBP/2026,2026-03-25,,KWD,dinar kuwejcki,12.0056,,
B,012/B/NBP/2026,2026-03-25,,KZT,tenge (Kazachstan),0.007637,,
B,012/B/NBP/2026,2026-03-25,,LAK,kip (Laos),0.000171,,
B,012/B/NBP/2026,2026-03-25,,LBP,funt libański,4.1e-05,,
B,012/B/NBP/2026,2026-03-25,,LKR,rupia lankijska,0.01172,,
B,012/B/NBP/2026,2026-03-25,,LRD,dolar liberyjski,0.0201,,
B,012/B/NBP/2026,2026-03-25,,LSL,loti (Lesotho),0.218,,
B,012/B/NBP/2026,2026-03-25,,LYD,dinar libijski,0.5773,,
B,012/B/NBP/2026,2026-03-25,,MAD,dirham marokański,0.3944,,
B,012/B/NBP/2026,2026-03-25,,MDL,lej Mołdawii,0.2104,,
B,012/B/NBP/2026,2026-03-25,,MGA,ariary (Madagaskar),0.000881,,
B,012/B/NBP/2026,2026-03-25,,MKD,denar (Macedonia Północna),0.069283,,
B,012/B/NBP/2026,2026-03-25,,MMK,"kyat (Myanmar, Birma)",0.001752,,
B,012/B/NBP/2026,2026-03-25,,MNT,tugrik (Mongolia),0.001031,,
B,012/B/NBP/2026,2026-03-25,,MOP,pataca (Makau),0.4566,,
B,012/B/NBP/2026,2026-03-25,,MRU,ouguiya (Mauretania),0.0923,,
B,012/B/NBP/2026,2026-03-25,,MUR,rupia Mauritiusu,0.0792,,
B,012/B/NBP/2026,2026-03-25,,MVR,rupia (Malediwy),0.238,,
B,012/B/NBP/2026,2026-03-25,,MWK,kwacha malawijska,0.002122,,
B,012/B/NBP/2026,2026-03-25,,MZN,metical (Mozambik),0.0576,,
B,012/B/NBP/2026,2026-03-25,,NAD,dolar namibijski,0.2179,,
B,012/B/NBP/2026,2026-03-25,,NGN,naira (Nigeria),0.002666,,
B,012/B/NBP/2026,2026-03-25,,NIO,cordoba oro (Nikaragua),0.1,,
B,012/B/NBP/2026,2026-03-25,,NPR,rupia nepalska,0.024472,,
B,012/B/NBP/2026,2026-03-25,,OMR,rial omański,9.5569,,
B,012/B/NBP/2026,2026-03-25,,PAB,balboa (Panama),3.6803,,
B,012/B/NBP/2026,2026-03-25,,PEN,sol (Peru),1.0639,,
B,012/B/NBP/2026,2026-03-25,,PGK,kina (Papua-Nowa Gwinea),0.8516,,
B,012/B/NBP/2026,2026-03-25,,PKR,rupia pakistańska,0.0132,,
B,012/B/NBP/2026,2026-03-25,,PYG,guarani (Paragwaj),0.000566,,
B,012/B/NBP/2026,2026-03-25,,QAR,rial katarski,1.0092,,
B,012/B/NBP/2026,2026-03-25,,RSD,dinar serbski,0.0364,,
B,012/B/NBP/2026,2026-03-25,,RUB,rubel rosyjski,0.0456,,
B,012/B/NBP/2026,2026-03-25,,RWF,frank rwandyjski,0.00252,,
B,012/B/NBP/2026,2026-03-25,,SAR,rial saudyjski,0.9807,,
B,012/B/NBP/2026,2026-03-25,,SBD,dolar Wysp Salomona,0.462,,
B,012/B/NBP/2026,2026-03-25,,SCR,rupia seszelska,0.2672,,
B,012/B/NBP/2026,2026-03-25,,SDG,funt sudański,0.00613,,
B,012/B/NBP/2026,2026-03-25,,SLE,leone (Sierra Leone),0.1496,,
B,012/B/NBP/2026,2026-03-25,,SOS,szyling somalijski,0.006438,,
B,012/B/NBP/2026,2026-03-25,,SRD,dolar surinamski,0.0976,,
B,012/B/NBP/2026,2026-03-25,,SSP,funt południowosudański,0.000806,,
B,012/B/NBP/2026,2026-03-25,,STN,dobra (Wyspy Świętego Tomasza i Książęca),0.1725,,
B,012/B/NBP/2026,2026-03-25,,SVC,colon salwadorski,0.4203,,
B,012/B/NBP/2026,2026-03-25,,SYP,funt syryjski,0.031856,,
B,012/B/NBP/2026,2026-03-25,,SZL,lilangeni (Eswatini),0.2179,,
B,012/B/NBP/2026,2026-03-25,,TJS,somoni (Tadżykistan),0.3855,,
B,012/B/NBP/2026,2026-03-25,,TMT,nowy manat (Turkmenistan),1.0933,,
B,012/B/NBP/2026,2026-03-25,,TND,dinar tunezyjski,1.2684,,
B,012/B/NBP/2026,2026-03-25,,TOP,pa'anga (Tonga),1.5524,,
B,012/B/NBP/2026,2026-03-25,,TTD,dolar Trynidadu i Tobago,0.5415,,
B,012/B/NBP/2026,2026-03-25,,TWD,nowy dolar tajwański,0.1151,,
B,012/B/NBP/2026,2026-03-25,,TZS,szyling tanzański,0.001426,,
B,012/B/NBP/2026,2026-03-25,,UGX,szyling ugandyjski,0.000985,,
B,012/B/NBP/2026,2026-03-25,,UYU,peso urugwajskie,0.0909,,
B,012/B/NBP/2026,2026-03-25,,UZS,sum (Uzbekistan),0.000302,,
B,012/B/NBP/2026,2026-03-25,,VES,boliwar soberano (Wenezuela),0.008,,
B,012/B/NBP/2026,2026-03-25,,VND,dong (Wietnam),0.00013964,,
B,012/B/NBP/2026,2026-03-25,,VUV,vatu (Vanuatu),0.030577,,
B,012/B/NBP/2026,2026-03-25,,WST,tala (Samoa),1.3532,,
B,012/B/NBP/2026,2026-03-25,,XAF,frank CFA BEAC,0.006394,,
B,012/B/NBP/2026,2026-03-25,,XCD,dolar wschodniokaraibski,1.3596,,
B,012/B/NBP/2026,2026-03-25,,XCG,gulden karaibski,2.0416,,
B,012/B/NBP/2026,2026-03-25,,XOF,frank CFA BCEAO ,0.006506,,
B,012/B/NBP/2026,2026-03-25,,XPF,frank CFP  ,0.03576,,
B,012/B/NBP/2026,2026-03-25,,YER,rial jemeński,0.015421,,
B,012/B/NBP/2026,2026-03-25,,ZMW,kwacha zambijska,0.1939,,
B,012/B/NBP/2026,2026-03-25,,ZWG,złoto Zimbabwe,0.1435,,
C,058/C/NBP/2026,2026-03-25,2026-03-24,AUD,dolar australijski,,2.5398,2.5912
C,058/C/NBP/2026,2026-03-25,2026-03-24,CAD,dolar kanadyjski,,2.6519,2.7055
C,058/C/NBP/2026,2026-03-25,2026-03-24,CHF,frank szwajcarski,,4.612,4.7052
C,058/C/NBP/2026,2026-03-25,2026-03-24,CZK,korona czeska,,0.1729,0.1763
C,058/C/NBP/2026,2026-03-25,2026-03-24,DKK,korona duńska,,0.5656,0.577
C,058/C/NBP/2026,2026-03-25,2026-03-24,EUR,euro,,4.2257,4.3111
C,058/C/NBP/2026,2026-03-25,2026-03-24,GBP,funt szterling,,4.8853,4.9839
C,058/C/NBP/2026,2026-03-25,2026-03-24,HUF,forint (Węgry),,0.01084,0.01106
C,058/C/NBP/2026,2026-03-25,2026-03-24,JPY,jen (Japonia),,0.022971,0.023435
C,058/C/NBP/2026,2026-03-25,2026-03-24,NOK,korona norweska,,0.377,0.3846
C,058/C/NBP/2026,2026-03-25,2026-03-24,SEK,korona szwedzka,,0.3914,0.3994
C,058/C/NBP/2026,2026-03-25,2026-03-24,USD,dolar amerykański,,3.646,3.7196
C,058/C/NBP/2026,2026-03-25,2026-03-24,XDR,SDR (MFW),,4.9634,5.0636
A,059/A/NBP/2026,2026-03-26,,AUD,dolar australijski,2.5629,,
A,059/A/NBP/2026,2026-03-26,,BRL,real (Brazylia),0.7069,,
A,059/A/NBP/2026,2026-03-26,,CAD,dolar kanadyjski,2.672,,
A,059/A/NBP/2026,2026-03-26,,CHF,frank szwajcarski,4.665,,
A,059/A/NBP/2026,2026-03-26,,CLP,peso chilijskie,0.004032,,
A,059/A/NBP/2026,2026-03-26,,CNY,yuan renminbi (Chiny),0.5349,,
A,059/A/NBP/2026,2026-03-26,,CZK,korona czeska,0.1746,,
A,059/A/NBP/2026,2026-03-26,,DKK,korona duńska,0.5716,,
A,059/A/NBP/2026,2026-03-26,,EUR,euro,4.271,,
A,059/A/NBP/2026,2026-03-26,,GBP,funt szterling,4.9339,,
A,059/A/NBP/2026,2026-03-26,,HKD,dolar Hongkongu,0.4722,,
A,059/A/NBP/2026,2026-03-26,,HUF,forint (Węgry),0.011013,,
A,059/A/NBP/2026,2026-03-26,,IDR,rupia indonezyjska,0.00021863,,
A,059/A/NBP/2026,2026-03-26,,ILS,nowy izraelski szekel,1.1803,,
A,059/A/NBP/2026,2026-03-26,,INR,rupia indyjska,0.039268,,
A,059/A/NBP/2026,2026-03-26,,ISK,korona islandzka,0.029825,,
A,059/A/NBP/2026,2026-03-26,,JPY,jen (Japonia),0.023166,,
A,059/A/NBP/2026,2026-03-26,,KRW,won południowokoreański,0.002456,,
A,059/A/NBP/2026,2026-03-26,,MXN,peso meksykańskie,0.2074,,
A,059/A/NBP/2026,2026-03-26,,MYR,ringgit (Malezja),0.9251,,
A,059/A/NBP/2026,2026-03-26,,NOK,korona norweska,0.3821,,
A,059/A/NBP/2026,2026-03-26,,NZD,dolar nowozelandzki,2.139,,
A,059/A/NBP/2026,2026-03-26,,PHP,peso filipińskie,0.0614,,
A,059/A/NBP/2026,2026-03-26,,RON,lej rumuński,0.8381,,
A,059/A/NBP/2026,2026-03-26,,SEK,korona szwedzka,0.3941,,
A,059/A/NBP/2026,2026-03-26,,SGD,dolar singapurski,2.879,,
A,059/A/NBP/2026,2026-03-26,,THB,bat (Tajlandia),0.1126,,
A,059/A/NBP/2026,2026-03-26,,TRY,lira turecka,0.083,,
A,059/A/NBP/2026,2026-03-26,,UAH,hrywna (Ukraina),0.0841,,
A,059/A/NBP/2026,2026-03-26,,USD,dolar amerykański,3.6948,,
A,059/A/NBP/2026,2026-03-26,,XDR,SDR (MFW),5.0273,,
A,059/A/NBP/2026,2026-03-26,,ZAR,rand (Republika Południowej Afryki),0.2171,,
C,059/C/NBP/2026,2026-03-26,2026-03-25,AUD,dolar australijski,,2.543,2.5944
C,059/C/NBP/2026,2026-03-26,2026-03-25,CAD,dolar kanadyjski,,2.6462,2.6996
C,059/C/NBP/2026,2026-03-26,2026-03-25,CHF,frank szwajcarski,,4.618,4.7112
C,059/C/NBP/2026,2026-03-26,2026-03-25,CZK,korona czeska,,0.173,0.1764
C,059/C/NBP/2026,2026-03-26,2026-03-25,DKK,korona duńska,,0.566,0.5774
C,059/C/NBP/2026,2026-03-26,2026-03-25,EUR,euro,,4.2291,4.3145
C,059/C/NBP/2026,2026-03-26,2026-03-25,GBP,funt szterling,,4.8855,4.9841
C,059/C/NBP/2026,2026-03-26,2026-03-25,HUF,forint (Węgry),,0.010955,0.011177
C,059/C/NBP/2026,2026-03-26,2026-03-25,JPY,jen (Japonia),,0.02295,0.023414
C,059/C/NBP/2026,2026-03-26,2026-03-25,NOK,korona norweska,,0.3769,0.3845
C,059/C/NBP/2026,2026-03-26,2026-03-25,SEK,korona szwedzka,,0.3922,0.4002
C,059/C/NBP/2026,2026-03-26,2026-03-25,USD,dolar amerykański,,3.6501,3.7239
C,059/C/NBP/2026,2026-03-26,2026-03-25,XDR,SDR (MFW),,4.9843,5.0849
A,060/A/NBP/2026,2026-03-27,,AUD,dolar australijski,2.5647,,
A,060/A/NBP/2026,2026-03-27,,BRL,real (Brazylia),0.7104,,
A,060/A/NBP/2026,2026-03-27,,CAD,dolar kanadyjski,2.6859,,
A,060/A/NBP/2026,2026-03-27,,CHF,frank szwajcarski,4.6663,,
A,060/A/NBP/2026,2026-03-27,,CLP,peso chilijskie,0.004002,,
A,060/A/NBP/2026,2026-03-27,,CNY,yuan renminbi (Chiny),0.5386,,
A,060/A/NBP/2026,2026-03-27,,CZK,korona czeska,0.1747,,
A,060/A/NBP/2026,2026-03-27,,DKK,korona duńska,0.5736,,
A,060/A/NBP/2026,2026-03-27,,EUR,euro,4.2858,,
A,060/A/NBP/2026,2026-03-27,,GBP,funt szterling,4.951,,
A,060/A/NBP/2026,2026-03-27,,HKD,dolar Hongkongu,0.4751,,
A,060/A/NBP/2026,2026-03-27,,HUF,forint (Węgry),0.011013,,
A,060/A/NBP/2026,2026-03-27,,IDR,rupia indonezyjska,0.00021931,,
A,060/A/NBP/2026,2026-03-27,,ILS,nowy izraelski szekel,1.1831,,
A,060/A/NBP/2026,2026-03-27,,INR,rupia indyjska,0.039264,,
A,060/A/NBP/2026,2026-03-27,,ISK,korona islandzka,0.029845,,
A,060/A/NBP/2026,2026-03-27,,JPY,jen (Japonia),0.023273,,
A,060/A/NBP/2026,2026-03-27,,KRW,won południowokoreański,0.002469,,
A,060/A/NBP/2026,2026-03-27,,MXN,peso meksykańskie,0.2067,,
A,060/A/NBP/2026,2026-03-27,,MYR,ringgit (Malezja),0.9272,,
A,060/A/NBP/2026,2026-03-27,,NOK,korona norweska,0.3841,,
A,060/A/NBP/2026,2026-03-27,,NZD,dolar nowozelandzki,2.1462,,
A,060/A/NBP/2026,2026-03-27,,PHP,peso filipińskie,0.0615,,
A,060/A/NBP/2026,2026-03-27,,RON,lej rumuński,0.8408,,
A,060/A/NBP/2026,2026-03-27,,SEK,korona szwedzka,0.3945,,
A,060/A/NBP/2026,2026-03-27,,SGD,dolar singapurski,2.8913,,
A,060/A/NBP/2026,2026-03-27,,THB,bat (Tajlandia),0.1131,,
A,060/A/NBP/2026,2026-03-27,,TRY,lira turecka,0.0836,,
A,060/A/NBP/2026,2026-03-27,,UAH,hrywna (Ukraina),0.0848,,
A,060/A/NBP/2026,2026-03-27,,USD,dolar amerykański,3.7206,,
A,060/A/NBP/2026,2026-03-27,,XDR,SDR (MFW),5.0506,,
A,060/A/NBP/2026,2026-03-27,,ZAR,rand (Republika Południowej Afryki),0.2171,,
C,060/C/NBP/2026,2026-03-27,2026-03-26,AUD,dolar australijski,,2.5335,2.5847
C,060/C/NBP/2026,2026-03-27,2026-03-26,CAD,dolar kanadyjski,,2.648,2.7014
C,060/C/NBP/2026,2026-03-27,2026-03-26,CHF,frank szwajcarski,,4.6204,4.7138
C,060/C/NBP/2026,2026-03-27,2026-03-26,CZK,korona czeska,,0.1728,0.1762
C,060/C/NBP/2026,2026-03-27,2026-03-26,DKK,korona duńska,,0.5662,0.5776
C,060/C/NBP/2026,2026-03-27,2026-03-26,EUR,euro,,4.2303,4.3157
C,060/C/NBP/2026,2026-03-27,2026-03-26,GBP,funt szterling,,4.8948,4.9936
C,060/C/NBP/2026,2026-03-27,2026-03-26,HUF,forint (Węgry),,0.01091,0.01113
C,060/C/NBP/2026,2026-03-27,2026-03-26,JPY,jen (Japonia),,0.02296,0.023424
C,060/C/NBP/2026,2026-03-27,2026-03-26,NOK,korona norweska,,0.3798,0.3874
C,060/C/NBP/2026,2026-03-27,2026-03-26,SEK,korona szwedzka,,0.3899,0.3977
C,060/C/NBP/2026,2026-03-27,2026-03-26,USD,dolar amerykański,,3.6634,3.7374
C,060/C/NBP/2026,2026-03-27,2026-03-26,XDR,SDR (MFW),,4.9794,5.08
A,061/A/NBP/2026,2026-03-30,,AUD,dolar australijski,2.5536,,
A,061/A/NBP/2026,2026-03-30,,BRL,real (Brazylia),0.7111,,
